,Job_Title,Queried_Salary,Job_Type,Skill,No_of_Skills,Company,No_of_Stars
171,Data Scientist,80000-99999,data_scientist,"['Data Mining', 'Project Management', 'R', 'SAS', 'SQL', 'Teradata', 'Tableau', 'Python']",8,Banner Health,4
172,Lead Data Scientist,80000-99999,data_scientist,"['PL/SQL', 'Data Mining', 'Machine Learning', 'R', 'Weka', 'MATLAB', 'Oracle', 'Python']",8,"American Axle & Manufacturing, Inc.",4
173,Data Scientist,80000-99999,data_scientist,"['Machine Learning', 'SPSS', 'R', 'SAS', 'Python', 'Tableau']",6,Cyient,4
174,Data Scientist,80000-99999,data_scientist,"['Project Management', 'R', 'SAP', 'SAS', 'SQL', 'Tableau', 'SPSS', 'QlikView', 'MATLAB']",9,Swagelok,4
175,Data Scientist,80000-99999,data_scientist,,0,Universal Consulting Services,4
176,IRES - Data Scientist (AS0003XO),80000-99999,data_scientist,"['Linux', 'Red Hat Enterprise Linux', 'CompTIA Security+', 'R', 'C/C++', 'SQL', 'JSON', 'MCSD', 'C#', 'Ruby', 'Kafka', 'Java', '.Net', 'Shell Scripting', 'Python', 'Elasticsearch']",16,MEI Technologies,4
177,IRES - Data Scientist,80000-99999,data_scientist,"['Linux', 'Red Hat Enterprise Linux', 'CompTIA Security+', 'R', 'C/C++', 'SQL', 'JSON', 'MCSD', 'C#', 'Ruby', 'Kafka', 'Java', '.Net', 'Shell Scripting', 'Python', 'Elasticsearch']",16,MEI Technologies,4
178,Data Scientist,80000-99999,data_scientist,"['Data Mining', 'Machine Learning', 'Power BI', 'R', 'Microsoft Office', 'Python', 'Data Science']",7,"XPO Logistics, Inc.",3
179,"AVP - Data Scientist - New York, NY",80000-99999,data_scientist,"['Java', 'Hive', 'Spark', 'Machine Learning', 'Hadoop', 'MATLAB', 'Data Science']",7,Citi,4
180,Senior Data Scientist,80000-99999,data_scientist,"['TensorFlow', 'Linux', 'Machine Learning', 'C/C++', 'Python', 'Jira']",6,Catalina Marketing,3
181,"Scientist, Data (Machine Learning)",80000-99999,data_scientist,"['Data Mining', 'Machine Learning']",2,Universities Space Research Association,4
182,Data Scientist (Masters-Level),80000-99999,data_scientist,"['JavaScript', 'R', 'SQL', 'Python']",4,Lubrizol,4
183,Data Scientist (Masters-Level),80000-99999,data_scientist,"['JavaScript', 'R', 'SQL', 'Python']",4,Lubrizol,4
184,Data Scientist,80000-99999,data_scientist,"['Hive', 'Machine Learning', 'Hadoop', 'Scripting', 'R', 'Scala', 'SAS', 'SQL', 'Big Data', 'Java', 'Natural Language Processing', 'Spark', 'Python']",13,eBay Inc.,4
185,Data Scientist,80000-99999,data_scientist,,0,UCS Consulting,0
186,"Associate, Data Scientist, Healthcare",80000-99999,data_scientist,"['TensorFlow', 'Linux', 'Machine Learning', 'Google Cloud Platform', 'Azure', 'Solr', 'SQL', 'Natural Language Processing', 'Threading', 'AI', 'Image Processing', 'Git', 'Python', 'Elasticsearch', 'AWS']",15,KPMG LLP,4
187,Data Scientist,80000-99999,data_scientist,"['Statistical Software', 'Microsoft Powerpoint', 'Machine Learning', 'Power BI', 'R', 'Statisical Analysis', 'SAS', 'SQL', 'Minitab', 'Tableau', 'Big Data', 'STATA', 'Natural Language Processing', 'Alteryx', 'GIS', 'Python']",16,Children's Medical Center,4
188,Data Scientist,80000-99999,data_scientist,"['Pig', 'Linux', 'Hive', 'Machine Learning', 'Hadoop', 'Power BI', 'R', 'SQL', 'Tableau', 'Spark', 'Python', 'AWS']",12,AvalonBay Communities,4
189,Principal Data Scientist,80000-99999,data_scientist,"['Machine Learning', 'R', 'Azure', 'Data Science', 'Python']",5,Cummins Inc.,4
190,Principal Data Scientist,80000-99999,data_scientist,"['Machine Learning', 'R', 'Azure', 'Data Science', 'Python']",5,Cummins Inc.,4
191,Principal Data Scientist,80000-99999,data_scientist,"['Machine Learning', 'R', 'Azure', 'Data Science', 'Python']",5,"Cummins Power Systems, LLC.",4
192,Data Scientist,80000-99999,data_scientist,"['Data Mining', 'Machine Learning', 'SPSS', 'R', 'SAS', 'Data Science']",6,JB HUNT,3
193,Machine Learning / Artificial Intelligence Scientist,80000-99999,data_scientist,"['TensorFlow', 'Linux', 'AI', 'Microsoft SQL Server', 'Machine Learning', 'Hadoop', 'Scala', 'Oracle', 'SQL', 'Teradata', 'Spark', 'Software Development', 'Python', 'DB2']",14,Ford Motor Company,4
194,Data Scientist/Developer - Senior,80000-99999,data_scientist,"['Microsoft SQL Server', 'R', 'SQL', '.Net', 'C#', 'QlikView', 'Software Development', 'REST']",8,Anne Arundel Medical Center,4
195,Senior Data Scientist,80000-99999,data_scientist,"['Machine Learning', 'Analysis Skills', 'Data Science']",3,Rice University,4
196,Data Scientist,80000-99999,data_scientist,,0,Comrise,4
197,"Associate, Data Scientist, Healthcare",80000-99999,data_scientist,"['TensorFlow', 'Linux', 'Machine Learning', 'Google Cloud Platform', 'Azure', 'Solr', 'SQL', 'Natural Language Processing', 'Threading', 'AI', 'Image Processing', 'Git', 'Python', 'Elasticsearch', 'AWS']",15,KPMG LLP,4
198,Electric Vehicle Infrastructure Modeling and Data Scientist...,80000-99999,data_scientist,"['Project Management', 'R', 'C/C++', 'Java', 'MATLAB', 'Python']",6,National Renewable Energy Laboratory,4
199,"Associate, Data Scientist, Healthcare",80000-99999,data_scientist,"['TensorFlow', 'Linux', 'Machine Learning', 'Google Cloud Platform', 'Azure', 'Solr', 'SQL', 'Natural Language Processing', 'Threading', 'AI', 'Image Processing', 'Git', 'Python', 'Elasticsearch', 'AWS']",15,KPMG LLP,4
200,"Associate, Data Scientist, Healthcare",80000-99999,data_scientist,"['TensorFlow', 'Linux', 'Machine Learning', 'Google Cloud Platform', 'Azure', 'Solr', 'SQL', 'Natural Language Processing', 'Threading', 'AI', 'Image Processing', 'Git', 'Python', 'Elasticsearch', 'AWS']",15,KPMG LLP,4
201,IRES - Data Scientist (AS0003XO),80000-99999,data_scientist,"['Linux', 'Red Hat Enterprise Linux', 'CompTIA Security+', 'R', 'C/C++', 'SQL', 'JSON', 'MCSD', 'C#', 'Ruby', 'Kafka', 'Java', '.Net', 'Shell Scripting', 'Python', 'Elasticsearch']",16,MEI Technologies,4
202,IRES - Data Scientist,80000-99999,data_scientist,"['Linux', 'Red Hat Enterprise Linux', 'CompTIA Security+', 'R', 'C/C++', 'SQL', 'JSON', 'MCSD', 'C#', 'Ruby', 'Kafka', 'Java', '.Net', 'Shell Scripting', 'Python', 'Elasticsearch']",16,MEI Technologies,4
203,Pharmacy Analytics Translator (Data Scientist),80000-99999,data_scientist,"['Statistical Software', 'Hive', 'R', 'SAS', 'SQL', 'Tableau', 'Big Data', 'Spark', 'QlikView', 'Python']",10,Highmark Health,3
204,Data Scientist III,80000-99999,data_scientist,"['Statistical Software', 'AI', 'Data Mining', 'Microsoft Powerpoint', 'SAS', 'SQL', 'Tableau', 'Microsoft Word', 'Python']",9,Central California Alliance for Health,4
205,Computer Science Data Scientist,80000-99999,data_scientist,"['Machine Learning', 'TS/SCI Clearance', 'Hadoop', 'R', 'Scala', 'Kafka', 'Tableau', 'Splunk', 'Java', 'Big Data', 'Spark', 'Data Warehouse', 'Design Experience', 'Docker', 'Python']",15,Booz Allen Hamilton,4
206,Human Capital Data Scientist,80000-99999,data_scientist,"['Survival Analysis', 'Microsoft Powerpoint', 'XML', 'Project Management', 'R', 'Statisical Analysis', 'SAS', 'Oracle', 'SQL', 'Excel', 'Microsoft Office', 'HTML5', 'Tableau', 'SPSS', 'NoSQL', 'MATLAB', 'Python']",17,Lockheed Martin Corporation,4
207,Lead Data Scientist,80000-99999,data_scientist,"['Big Data', 'AI', 'Data Mining', 'R', 'Python']",5,Cognizant,4
208,Junior Data Scientist,80000-99999,data_scientist,"['R', 'SAS', 'SQL', 'Tableau', 'Predictive Analytics', 'Python']",6,Jobspring Partners,4
209,Data Scientist,80000-99999,data_scientist,"['AI', 'Machine Learning', 'R', 'Python']",4,VincentBenjamin,4
210,Cyber Defense Data Scientist,80000-99999,data_scientist,"['IAT', 'Kafka', 'Cloud Computing', 'IDS', 'IAT Level II', 'Python']",6,Deloitte,4
211,Data Scientist- (Machine Learning & Artificial Intelligence),80000-99999,data_scientist,"['TensorFlow', 'Statistical Software', 'AI', 'Data Mining', 'Machine Learning', 'Hadoop', 'R', 'SAS', 'SQL', 'Java', 'Natural Language Processing', 'Spark', 'SPSS', 'Python']",14,Travelers,4
212,Data Scientist,80000-99999,data_scientist,"['Linux', 'Red Hat Enterprise Linux', 'CompTIA Security+', 'R', 'C/C++', 'SQL', 'JSON', 'MCSD', 'C#', 'Ruby', 'Kafka', 'Java', '.Net', 'Shell Scripting', 'Python', 'Elasticsearch']",16,HX5,5
213,Data Scientist/Computational Biologist,80000-99999,data_scientist,"['Data Mining', 'Machine Learning', 'R', 'Bioinformatics', 'Clinical Trials', 'Java', 'AWS']",7,TFS,4
214,Senior Data Scientist - Pricing & Inventory Models,80000-99999,data_scientist,"['Big Data', 'Machine Learning', 'Python', 'SQL']",4,CarMax,4
215,Research Scientist/Data Scientist,80000-99999,data_scientist,"['Microsoft Powerpoint', 'Machine Learning', 'SPSS', 'Data Analysis', 'R', 'Python']",6,Talent Plus,3
216,Senior Data Scientist,80000-99999,data_scientist,"['Machine Learning', 'Power BI', 'R', 'Azure', 'SDLC', 'SAS', 'SQL', 'Tableau', 'Software Development', 'Python']",10,Bertelsmann,4
217,Data Scientist,80000-99999,data_scientist,"['Quantitative Analysis', 'TS/SCI Clearance', 'R', 'SAS', 'Oracle', 'C/C++', 'SQL', 'Excel', 'Tableau', 'STATA', 'SPSS', 'QlikView', 'MATLAB', 'Python']",14,Deloitte,4
218,Principal Data Scientist,80000-99999,data_scientist,"['Data Mining', 'Machine Learning', 'R', 'SQL', 'Java', 'SSL', 'Natural Language Processing', 'Spark', 'DNS', 'Python', 'TCP/IP', 'TCP']",12,Forcepoint,3
219,Data Scientist,80000-99999,data_scientist,"['Machine Learning', 'R', 'Python', 'SQL']",4,Diverse Lynx,5
220,Data Scientist - Secret Clearance Required,80000-99999,data_scientist,"['Quantitative Analysis', 'Visual Basic', 'R', 'Oracle', 'C/C++', 'Excel', 'SQL', 'Tableau', 'ArcGIS', 'Troubleshooting', 'QlikView', 'Python', 'GIS']",13,Deloitte,4
221,"Sr. Associate, NLP, Data Scientist",80000-99999,data_scientist,"['TensorFlow', 'Linux', 'Machine Learning', 'Google Cloud Platform', 'Azure', 'Solr', 'SQL', 'Natural Language Processing', 'OOP', 'Threading', 'AI', 'Image Processing', 'Git', 'Python', 'Elasticsearch', 'AWS']",16,KPMG LLP,4
222,"Sr. Associate, Data Scientist, NLP",80000-99999,data_scientist,"['TensorFlow', 'Linux', 'Machine Learning', 'Google Cloud Platform', 'Azure', 'Solr', 'SQL', 'Natural Language Processing', 'OOP', 'Threading', 'AI', 'Image Processing', 'Git', 'Python', 'Elasticsearch', 'AWS']",16,KPMG LLP,4
223,"Scientist, Machine Learning",80000-99999,data_scientist,['Machine Learning'],1,RubrYc Therapeutics,0
224,Data Scientist,80000-99999,data_scientist,"['Linux', 'Red Hat Enterprise Linux', 'CompTIA Security+', 'R', 'C/C++', 'SQL', 'JSON', 'MCSD', 'C#', 'Ruby', 'Kafka', 'Java', '.Net', 'Shell Scripting', 'Python', 'Elasticsearch']",16,HX5,5
225,Data Scientist,80000-99999,data_scientist,"['Machine Learning', 'C/C++', 'SQL', 'Big Data', 'Splunk', 'Design Experience', 'MATLAB', 'Military Experience', 'Data Mining', 'Hadoop', 'Java', 'Shell Scripting', 'Python']",13,L3 Technologies,4
226,Machine Learning and Artificial Intelligence Scientist,80000-99999,data_scientist,"['AI', 'Machine Learning']",2,BASF,4
227,IT - Healthcare Information Data Scientist,80000-99999,data_scientist,"['Data Mining', 'XML', 'SQL', 'Design Experience']",4,Methodist Le Bonheur Healthcare,4
228,Data Scientist,80000-99999,data_scientist,"['Machine Learning', 'Power BI', 'R', 'Statisical Analysis', 'SAS', 'SQL', 'Tableau', 'Data Warehouse', '""Drivers License""', 'Python']",10,Arcadis,4
229,"Sr. Associate, Data Scientist, NLP",80000-99999,data_scientist,"['TensorFlow', 'Linux', 'Machine Learning', 'Google Cloud Platform', 'Azure', 'Solr', 'SQL', 'Natural Language Processing', 'OOP', 'Threading', 'AI', 'Image Processing', 'Git', 'Python', 'Elasticsearch', 'AWS']",16,KPMG LLP,4
230,"Sr. Associate, NLP, Data Scientist",80000-99999,data_scientist,"['TensorFlow', 'Linux', 'Machine Learning', 'Google Cloud Platform', 'Azure', 'Solr', 'SQL', 'Natural Language Processing', 'OOP', 'Threading', 'AI', 'Image Processing', 'Git', 'Python', 'Elasticsearch', 'AWS']",16,KPMG LLP,4
231,"Sr. Associate, Data Scientist, NLP",80000-99999,data_scientist,"['TensorFlow', 'Linux', 'Machine Learning', 'Google Cloud Platform', 'Azure', 'Solr', 'SQL', 'Natural Language Processing', 'OOP', 'Threading', 'AI', 'Image Processing', 'Git', 'Python', 'Elasticsearch', 'AWS']",16,KPMG LLP,4
232,Machine Learning Scientist,80000-99999,data_scientist,"['Linux', 'Machine Learning', 'Image Processing', 'C/C++', 'Microsoft Office', 'Java', 'Medical Imaging', 'MATLAB']",8,Smiths Detection,3
233,Data Scientist,80000-99999,data_scientist,"['Statistical Software', 'Data Mining', 'SAS']",3,Smith Hanley Associates,4
234,"Sr. Associate, Data Scientist, NLP",80000-99999,data_scientist,"['TensorFlow', 'Linux', 'Machine Learning', 'Google Cloud Platform', 'Azure', 'Solr', 'SQL', 'Natural Language Processing', 'OOP', 'Threading', 'AI', 'Image Processing', 'Git', 'Python', 'Elasticsearch', 'AWS']",16,KPMG LLP,4
235,Data Scientist,80000-99999,data_scientist,"['Customer Segmentation', 'Hadoop', 'R', 'Marketing', 'SAS', 'Digital Marketing', 'Python', 'SQL']",8,Smith Hanley Associates,4
236,Machine Learning Scientist,80000-99999,data_scientist,"['Machine Learning', 'Image Processing']",2,Orbital Insight,0
237,"Sr. Associate, NLP, Data Scientist",80000-99999,data_scientist,"['TensorFlow', 'Linux', 'Machine Learning', 'Google Cloud Platform', 'Azure', 'Solr', 'SQL', 'Natural Language Processing', 'OOP', 'Threading', 'AI', 'Image Processing', 'Git', 'Python', 'Elasticsearch', 'AWS']",16,KPMG LLP,4
238,"Sr. Associate, Data Scientist, NLP",80000-99999,data_scientist,"['TensorFlow', 'Linux', 'Machine Learning', 'Google Cloud Platform', 'Azure', 'Solr', 'SQL', 'Natural Language Processing', 'OOP', 'Threading', 'AI', 'Image Processing', 'Git', 'Python', 'Elasticsearch', 'AWS']",16,KPMG LLP,4
239,"Sr. Associate, Data Scientist, NLP",80000-99999,data_scientist,"['TensorFlow', 'Linux', 'Machine Learning', 'Google Cloud Platform', 'Azure', 'Solr', 'SQL', 'Natural Language Processing', 'OOP', 'Threading', 'AI', 'Image Processing', 'Git', 'Python', 'Elasticsearch', 'AWS']",16,KPMG LLP,4
240,Data Scientist,80000-99999,data_scientist,"['Linux', 'Red Hat Enterprise Linux', 'CompTIA Security+', 'R', 'C/C++', 'SQL', 'JSON', 'MCSD', 'C#', 'Ruby', 'Kafka', 'Java', '.Net', 'Shell Scripting', 'Python', 'Elasticsearch']",16,HX5,5
241,Sr Staff Data Scientist,80000-99999,data_scientist,"['Machine Learning', 'Scripting', 'R', 'Weka', 'C/C++', 'SQL', 'MATLAB', 'Python']",8,GE Careers,4
242,"Data Science and Machine Learning, 2019 Undergraduate Intern...",80000-99999,data_scientist,"['TensorFlow', 'Time Management', 'Machine Learning', 'Microsoft Powerpoint', 'Project Management', 'C/C++', 'Microsoft Office', 'Natural Language Processing', 'Python']",9,The Aerospace Corporation,4
243,Data Scientist,80000-99999,data_scientist,"['Machine Learning', 'C/C++', 'Big Data', 'Natural Language Processing', 'Data Analysis', 'Information Security', 'Data Mining', 'Network', 'Scala', 'Kafka', 'Java', 'Spark', 'Python']",13,Odyssey Systems Consulting Group,4
244,"Sr. Associate, NLP, Data Scientist",80000-99999,data_scientist,"['TensorFlow', 'Linux', 'Machine Learning', 'Google Cloud Platform', 'Azure', 'Solr', 'SQL', 'Natural Language Processing', 'OOP', 'Threading', 'AI', 'Image Processing', 'Git', 'Python', 'Elasticsearch', 'AWS']",16,KPMG LLP,4
245,"Sr. Associate, Data Scientist, NLP",80000-99999,data_scientist,"['TensorFlow', 'Linux', 'Machine Learning', 'Google Cloud Platform', 'Azure', 'Solr', 'SQL', 'Natural Language Processing', 'OOP', 'Threading', 'AI', 'Image Processing', 'Git', 'Python', 'Elasticsearch', 'AWS']",16,KPMG LLP,4
246,"Director, Data Scientist",80000-99999,data_scientist,"['TensorFlow', 'Linux', 'Machine Learning', 'Google Cloud Platform', 'Azure', 'Solr', 'SQL', 'Natural Language Processing', 'Threading', 'AI', 'Image Processing', 'Git', 'Python', 'Elasticsearch', 'AWS']",15,KPMG LLP,4
247,Senior Data Scientist,80000-99999,data_scientist,"['Machine Learning', 'Power BI', 'R', 'Azure', 'SDLC', 'SAS', 'SQL', 'Tableau', 'Software Development', 'Python']",10,Bertelsmann,4
248,"Sr. Associate, Data Scientist, NLP",80000-99999,data_scientist,"['TensorFlow', 'Linux', 'Machine Learning', 'Google Cloud Platform', 'Azure', 'Solr', 'SQL', 'Natural Language Processing', 'OOP', 'Threading', 'AI', 'Image Processing', 'Git', 'Python', 'Elasticsearch', 'AWS']",16,KPMG LLP,4
249,"Sr. Associate, NLP, Data Scientist",80000-99999,data_scientist,"['TensorFlow', 'Linux', 'Machine Learning', 'Google Cloud Platform', 'Azure', 'Solr', 'SQL', 'Natural Language Processing', 'OOP', 'Threading', 'AI', 'Image Processing', 'Git', 'Python', 'Elasticsearch', 'AWS']",16,KPMG LLP,4
250,Data Scientist - TS/SCI Required,80000-99999,data_scientist,"['TS/SCI Clearance', 'Visual Basic', 'Hadoop', 'R', 'SQL', 'Troubleshooting', 'Python']",7,Deloitte,4
251,"Data Science and Machine Learning, 2019 Undergraduate Intern",80000-99999,data_scientist,"['TensorFlow', 'Time Management', 'Machine Learning', 'Microsoft Powerpoint', 'Project Management', 'C/C++', 'Microsoft Office', 'Python', 'OOP']",9,The Aerospace Corporation,4
252,Analytics & Cognitive – Data Scientist – Solution Specialist...,80000-99999,data_scientist,"['Machine Learning', 'XML', 'Perl', 'R', 'C/C++', 'SQL', 'JSON', 'Natural Language Processing', 'PL/SQL', 'SPSS', 'Data Analysis', 'MATLAB', 'Visual Basic', 'Hadoop', 'SAS', 'Microsoft Access', 'QlikView', 'Python', 'Elasticsearch']",19,Deloitte,4
253,Data Scientist - Secret Clearance Required,80000-99999,data_scientist,"['Quantitative Analysis', 'Visual Basic', 'R', 'Oracle', 'C/C++', 'Excel', 'SQL', 'Tableau', 'ArcGIS', 'Troubleshooting', 'QlikView', 'Python', 'GIS']",13,Deloitte,4
254,"Director, Data Scientist",80000-99999,data_scientist,"['TensorFlow', 'Linux', 'Machine Learning', 'Google Cloud Platform', 'Azure', 'Solr', 'SQL', 'Natural Language Processing', 'Threading', 'AI', 'Image Processing', 'Git', 'Python', 'Elasticsearch', 'AWS']",15,KPMG LLP,4
255,"Sr. Associate, Data Scientist, NLP",80000-99999,data_scientist,"['TensorFlow', 'Linux', 'Machine Learning', 'Google Cloud Platform', 'Azure', 'Solr', 'SQL', 'Natural Language Processing', 'OOP', 'Threading', 'AI', 'Image Processing', 'Git', 'Python', 'Elasticsearch', 'AWS']",16,KPMG LLP,4
256,"Associate Research Scientist, Machine Learning & Statistics,...",80000-99999,data_scientist,['Machine Learning'],1,Simons Foundation,5
257,Senior Statistician/Data Scientist,80000-99999,data_scientist,"['Statistical Software', 'Machine Learning', 'R', 'SAS', 'C/C++', 'Quantitative Research', 'SQL', 'Tableau', 'Java', 'STATA', 'SPSS', 'Git', 'NoSQL', 'MATLAB', 'Python']",15,Harvard University,4
258,Machine Learning Intern,80000-99999,data_scientist,"['JavaScript', 'TensorFlow', 'Machine Learning', 'Hadoop', 'Big Data', 'SaaS', 'Software Development', 'REST', 'Python']",9,Adobe,4
259,Sr. Data Scientist - Wholesale Banking Analytics,80000-99999,data_scientist,"['Alteryx', 'Project Management', 'Microsoft Office', 'Tableau']",4,First Horizon,4
