Unnamed: 0,Location,Company_Revenue,python,sql,machine learning,r,hadoop,Job_Title,Queried_Salary,Job_Type,Skill,No_of_Skills,Company,No_of_Stars,No_of_Reviews,Company_Industry,IL,WA,MD,DC,NC,Other_states,Consulting and Business Services,Internet and Software,Banks and Financial Services,Health Care,Insurance,Other_industries,Company_Employees,tableau,sas,spark,java,Others,CA,NY,VA,TX,MA
86,MO,Missing,1,1,0,1,0,Data Scientist,80000-99999,data_scientist,"['Statistical Software', 'R', 'SAS', 'Microsoft Office', 'Excel', 'SQL', 'Big Data', 'Alteryx', 'SPSS', 'MATLAB', 'Six Sigma Certification', 'Six Sigma', 'Google Suite', 'Python']",14,Schnucks,4,998.0,Retail,0,0,0,0,0,1,0,0,0,0,0,1,missing,0,1,0,0,1,0,0,0,0,0
87,IL,More than $10B (USD),1,1,1,1,0,Data Scientist / Prognostic Health Monitoring Specialist,80000-99999,data_scientist,"['Machine Learning', 'R', 'SQL', 'MATLAB', 'Python', 'Signal Processing']",6,Abbott Laboratories,4,3285.0,Health Care,1,0,0,0,0,0,0,0,0,1,0,0,"10,000+",0,0,0,0,1,0,0,0,0,0
88,CA,Missing,1,0,0,0,0,Data Scientist,80000-99999,data_scientist,"['Perl', 'Statisical Analysis', 'C/C++', 'Java', 'Troubleshooting', 'Python']",6,Lawrence Berkeley National Laboratory,4,130.0,Government,0,0,0,0,0,0,0,0,0,0,0,1,missing,0,0,0,1,1,1,0,0,0,0
89,MA,Missing,0,0,1,0,0,Data Scientist,80000-99999,data_scientist,"['.Net', 'C#', 'Machine Learning']",3,Shift Technology,0,0.0,Not Listed,0,0,0,0,0,0,0,0,0,0,0,0,missing,0,0,0,0,1,0,0,0,0,1
90,MI,$5B to $10B (USD),0,1,0,0,0,Data Analytics - Data Scientist,80000-99999,data_scientist,"['Microsoft SQL Server', 'Microsoft Powerpoint', 'Visual Basic', 'SAP', 'SQL', 'Tableau', 'Six Sigma Certification']",7,Consumers Energy,4,184.0,Energy and Utilities,0,0,0,0,0,1,0,0,0,0,0,1,"Less than 10,000",1,0,0,0,1,0,0,0,0,0
91,PA,Missing,0,0,1,0,0,Data Scientist,80000-99999,data_scientist,"['Data Mining', 'Machine Learning']",2,Penn State University,4,732.0,Education and Schools,0,0,0,0,0,1,0,0,0,0,0,1,"Less than 10,000",0,0,0,0,1,0,0,0,0,0
92,NY,Missing,0,1,0,0,0,Data scientist,80000-99999,data_scientist,"['Business Intelligence', 'SQL', 'Excel', 'Microsoft Access']",4,VillageCare,3,27.0,Not Listed,0,0,0,0,0,0,0,0,0,0,0,0,missing,0,0,0,0,1,0,1,0,0,0
93,NY,Missing,1,1,1,1,0,Data Scientist,80000-99999,data_scientist,"['Machine Learning', 'Visual Basic', 'R', 'Oracle', 'C/C++', 'SQL', 'Java', 'Python']",8,Intercontinental Exchange,4,81.0,Banks and Financial Services,0,0,0,0,0,0,0,0,1,0,0,0,missing,0,0,0,1,1,0,1,0,0,0
94,CA,Missing,0,0,1,0,1,Intern - Data Scientist,80000-99999,data_scientist,"['JavaScript', 'Spark', 'Machine Learning', 'Hadoop', 'Data Science']",5,Palo Alto Networks,4,56.0,Internet and Software,0,0,0,0,0,0,0,1,0,0,0,0,"Less than 10,000",0,0,1,0,1,1,0,0,0,0
95,KY,Missing,1,1,1,1,0,Data Scientist,80000-99999,data_scientist,"['Data Mining', 'Machine Learning', 'R', 'Python', 'SQL']",5,The Rawlings Group,3,32.0,Insurance,0,0,0,0,0,1,0,0,0,0,1,0,"Less than 10,000",0,0,0,0,1,0,0,0,0,0
96,MA,Missing,1,1,1,0,0,Data Scientist,80000-99999,data_scientist,"['Machine Learning', 'Python', 'SQL', 'AWS']",4,Devoted Health,0,0.0,Not Listed,0,0,0,0,0,0,0,0,0,0,0,0,missing,0,0,0,0,1,0,0,0,0,1
97,AZ,Missing,1,1,0,1,0,Data Scientist,80000-99999,data_scientist,"['Linux', 'Data Mining', 'R', 'Python', 'SQL']",5,Caris Life Sciences,3,44.0,Not Listed,0,0,0,0,0,1,0,0,0,0,0,0,missing,0,0,0,0,1,0,0,0,0,0
98,NV,$5B to $10B (USD),0,1,1,1,0,Data Scientist (Corporate),80000-99999,data_scientist,"['Machine Learning', 'R', 'SAS', 'SQL', 'Customer Service', 'Teradata']",6,MGM Resorts International,4,1296.0,"Restaurants, Travel and Leisure",0,0,0,0,0,1,0,0,0,0,0,1,"10,000+",0,1,0,0,1,0,0,0,0,0
99,FL,$1B to $5B (USD),1,1,0,1,0,Senior Data Scientist,80000-99999,data_scientist,"['Microsoft Powerpoint', 'Visual Basic', 'R', 'Python', 'SQL', 'Microsoft Office', 'Tableau']",7,ADT Corporation,3,3947.0,Not Listed,0,0,0,0,0,1,0,0,0,0,0,0,"10,000+",1,0,0,0,1,0,0,0,0,0
100,WA,More than $10B (USD),1,0,0,1,0,Sr Data Scientist,80000-99999,data_scientist,"['Statistical Software', 'Data Mining', 'Microsoft SQL Server', 'Microsoft Powerpoint', 'R', 'Marketing', 'SAS', 'Oracle', 'Microsoft Office', 'Minitab', 'Teradata', 'STATA', 'SPSS', 'MATLAB', 'Python']",15,T-Mobile,4,8595.0,Telecommunications,0,1,0,0,0,0,0,0,0,0,0,1,"10,000+",0,1,0,0,1,0,0,0,0,0
101,GA,Missing,0,1,1,1,0,Data Scientist,80000-99999,data_scientist,"['Machine Learning', 'R', 'SQL']",3,OM Partners,0,0.0,Not Listed,0,0,0,0,0,1,0,0,0,0,0,0,missing,0,0,0,0,0,0,0,0,0,0
102,PA,$1B to $5B (USD),1,1,1,1,0,Data Scientist - IS&T,80000-99999,data_scientist,"['Linux', 'Data Mining', 'Machine Learning', 'R', 'SAS', 'SQL', 'Natural Language Processing', 'Python']",8,Thomas Jefferson University and Hospitals,4,663.0,Education and Schools,0,0,0,0,0,1,0,0,0,0,0,1,"10,000+",0,1,0,0,1,0,0,0,0,0
103,MA,More than $10B (USD),1,1,1,1,0,Data Science Development Program- Junior Data Scientist,80000-99999,data_scientist,"['Machine Learning', 'R', 'Python', 'SQL']",4,MassMutual Financial Group,4,845.0,Banks and Financial Services,0,0,0,0,0,0,0,0,1,0,0,0,"Less than 10,000",0,0,0,0,0,0,0,0,0,1
104,VA,Missing,1,1,0,1,1,Data Scientist,80000-99999,data_scientist,"['TensorFlow', 'Hive', 'Hadoop', 'R', 'Python', 'SQL']",6,FourthWall Media,0,0.0,Not Listed,0,0,0,0,0,0,0,0,0,0,0,0,missing,0,0,0,0,1,0,0,1,0,0
105,IL,Less than $1B (USD),1,1,1,1,0,Data Scientist,80000-99999,data_scientist,"['Data Mining', 'Machine Learning', 'R', 'SAS', 'Data Science', 'Python', 'SQL']",7,Catalina Marketing,3,81.0,Consulting and Business Services,1,0,0,0,0,0,1,0,0,0,0,0,"Less than 10,000",0,1,0,0,1,0,0,0,0,0
106,UT,$5B to $10B (USD),1,1,1,1,0,Data Scientist,80000-99999,data_scientist,"['Hive', 'Machine Learning', 'R', 'Python', 'SQL']",5,Adobe,4,484.0,Internet and Software,0,0,0,0,0,1,0,1,0,0,0,0,"10,000+",0,0,0,0,1,0,0,0,0,0
107,NC,Less than $1B (USD),1,1,1,1,0,Check and Deposit Fraud Data Scientist,80000-99999,data_scientist,"['AI', 'Data Mining', 'Microsoft SQL Server', 'Machine Learning', 'R', 'SAS', 'SQL', 'Tableau', 'ACH', 'Six Sigma', 'Python', 'DB2']",12,BB&T,4,2153.0,Banks and Financial Services,0,0,0,0,1,0,0,0,1,0,0,0,"10,000+",1,1,0,0,1,0,0,0,0,0
108,NY,Missing,1,1,1,1,1,Data Scientist,80000-99999,data_scientist,"['JavaScript', 'Machine Learning', 'XML', 'Hadoop', 'R', 'SQL', 'HTML5', 'Shell Scripting', 'CSS', 'Python', 'AWS']",11,Hearts and Science,0,0.0,Not Listed,0,0,0,0,0,0,0,0,0,0,0,0,missing,0,0,0,0,1,0,1,0,0,0
109,MA,More than $10B (USD),1,1,0,1,0,"Data Scientist, Bioinformatics Developer",80000-99999,data_scientist,"['R', 'Bioinformatics', 'SQL', 'Software Development', 'NoSQL', 'Python']",6,AbbVie,4,649.0,Pharmaceuticals,0,0,0,0,0,0,0,0,0,0,0,1,"10,000+",0,0,0,0,1,0,0,0,0,1
110,DC,Missing,0,0,0,0,0,Data Scientist,80000-99999,data_scientist,"['Certified Internal Auditor', 'UI']",2,usajobs.gov,4,502.0,Government,0,0,0,1,0,0,0,0,0,0,0,1,"10,000+",0,0,0,0,1,0,0,0,0,0
111,CO,Missing,1,1,0,0,0,Geospatial Data Scientist 2,80000-99999,data_scientist,"['NoSQL', 'Project Management', 'Python', 'SQL']",4,National Renewable Energy Laboratory,4,78.0,Government,0,0,0,0,0,1,0,0,0,0,0,1,missing,0,0,0,0,1,0,0,0,0,0
112,NE,Missing,0,1,0,0,0,Data Scientist,80000-99999,data_scientist,"['Data Mining', '""Drivers License""', 'SQL']",3,Sandhills Publishing,4,33.0,"Media, News and Publishing",0,0,0,0,0,1,0,0,0,0,0,1,"Less than 10,000",0,0,0,0,1,0,0,0,0,0
113,TX,Missing,1,1,1,1,0,Data Scientist,80000-99999,data_scientist,"['Time Management', 'Machine Learning', 'Project Management', 'R', 'SAS', 'SQL', 'Python']",7,Southern Methodist University,4,126.0,Education and Schools,0,0,0,0,0,0,0,0,0,0,0,1,missing,0,1,0,0,1,0,0,0,1,0
114,FL,Missing,1,0,0,1,0,Data Scientist,80000-99999,data_scientist,"['XML', 'R', 'JSON', 'Git', 'REST', 'PostgreSQL', 'Data Analysis', 'Python']",8,Energy Sense Finance,0,0.0,Not Listed,0,0,0,0,0,1,0,0,0,0,0,0,missing,0,0,0,0,1,0,0,0,0,0
115,NY,Missing,1,1,0,0,0,"Data Scientist, Consumer Revenue",80000-99999,data_scientist,"['JavaScript', 'Google Analytics', 'Marketing', 'Python', 'SQL', 'Tableau']",6,New York Media LLC,2,2.0,Not Listed,0,0,0,0,0,0,0,0,0,0,0,0,missing,1,0,0,0,1,0,1,0,0,0
116,MD,Missing,1,0,0,1,0,Data Scientist (Bioinformatics),80000-99999,data_scientist,"['Linux', 'Perl', 'R', 'Bioinformatics', 'MySQL', 'Design Experience', 'Software Development', 'Cell Biology', 'Statistical Software', 'Oracle', 'Java', 'Python']",12,ESAC Inc,4,2.0,Not Listed,0,0,1,0,0,0,0,0,0,0,0,0,missing,0,0,0,1,1,0,0,0,0,0
117,IN,Missing,1,1,1,1,0,Data Scientist,80000-99999,data_scientist,"['Node.js', 'JavaScript', 'AI', 'Machine Learning', 'R', 'Python', 'SQL']",7,Aunalytics,0,0.0,Not Listed,0,0,0,0,0,1,0,0,0,0,0,0,missing,0,0,0,0,1,0,0,0,0,0
118,USA,Missing,1,1,0,1,0,Data Scientist - Intern/Coop,80000-99999,data_scientist,"['JavaScript', 'R', 'SQL', 'Excel', 'Tableau', 'Java', 'MySQL', 'NoSQL', 'Python', 'DB2']",10,IBM,4,23472.0,Consulting and Business Services,0,0,0,0,0,1,1,0,0,0,0,0,"10,000+",1,0,0,1,1,0,0,0,0,0
119,MN,More than $10B (USD),1,0,0,1,0,Data Scientist,80000-99999,data_scientist,"['Project Management', 'R', 'SAS', 'Python', 'Tableau']",5,U.S. Bank,4,5986.0,Banks and Financial Services,0,0,0,0,0,1,0,0,1,0,0,0,"10,000+",1,1,0,0,1,0,0,0,0,0
120,TX,Missing,0,0,1,0,0,Data Scientist,80000-99999,data_scientist,"['TensorFlow', 'Data Mining', 'Machine Learning']",3,Vistra Energy,4,9.0,Not Listed,0,0,0,0,0,0,0,0,0,0,0,0,missing,0,0,0,0,1,0,0,0,1,0
121,MD,Missing,0,0,0,1,0,Data Scientist,80000-99999,data_scientist,"['Linux', 'R', 'MySQL', 'Git', 'Immunoassays']",5,Precision for Medicine,0,0.0,Not Listed,0,0,1,0,0,0,0,0,0,0,0,0,missing,0,0,0,0,1,0,0,0,0,0
122,CA,$1B to $5B (USD),0,0,1,0,0,Principal Deep Learning Data Scientist,80000-99999,data_scientist,"['Machine Learning', 'Image Processing']",2,Teradata,4,145.0,Internet and Software,0,0,0,0,0,0,0,1,0,0,0,0,"10,000+",0,0,0,0,1,1,0,0,0,0
123,PA,Missing,1,0,1,1,0,Data Scientist,80000-99999,data_scientist,"['Machine Learning', 'Visual Basic', 'R', 'Python']",4,"Greene, Tweed & Co.",0,0.0,Not Listed,0,0,0,0,0,1,0,0,0,0,0,0,missing,0,0,0,0,1,0,0,0,0,0
124,PA,Missing,1,0,1,1,0,Data Scientist,80000-99999,data_scientist,"['Machine Learning', 'Visual Basic', 'R', 'Python']",4,"Greene, Tweed & Co.",0,0.0,Not Listed,0,0,0,0,0,1,0,0,0,0,0,0,missing,0,0,0,0,1,0,0,0,0,0
125,PA,More than $10B (USD),0,0,1,0,0,Data Scientist,80000-99999,data_scientist,"['Data Mining', 'Machine Learning', 'Military Experience', 'RMF']",4,PNC,4,4966.0,Banks and Financial Services,0,0,0,0,0,1,0,0,1,0,0,0,"10,000+",0,0,0,0,1,0,0,0,0,0
126,AR,More than $10B (USD),0,1,0,1,0,Data Scientist-Marketing GCIA,80000-99999,data_scientist,"['Microsoft SQL Server', 'Data Mining', 'R', 'Oracle', 'SAS', 'SQL', 'Big Data', 'DB2']",8,Walmart,4,157456.0,Retail,0,0,0,0,0,1,0,0,0,0,0,1,"10,000+",0,1,0,0,1,0,0,0,0,0
127,CA,Missing,1,1,1,1,0,Junior Data Scientist,80000-99999,data_scientist,"['Machine Learning', 'R', 'SQL', 'Analysis Skills', 'Python', 'Data Science']",6,Achievement Network (ANet),0,0.0,Not Listed,0,0,0,0,0,0,0,0,0,0,0,0,missing,0,0,0,0,1,1,0,0,0,0
128,TX,$5B to $10B (USD),0,0,1,0,0,Data Scientist,80000-99999,data_scientist,"['TensorFlow', 'Data Mining', 'Machine Learning']",3,TXU Energy,4,262.0,Energy and Utilities,0,0,0,0,0,0,0,0,0,0,0,1,"Less than 10,000",0,0,0,0,1,0,0,0,1,0
129,MI,$5B to $10B (USD),1,1,1,1,1,"Principal Data Scientist, Connected Care",80000-99999,data_scientist,"['Machine Learning', 'Hadoop', 'Azure', 'R', 'SQL', 'T-SQL', 'PL/SQL', 'Spark', 'Git', 'Software Development', 'Python', 'AWS']",12,Stryker,4,1129.0,Health Care,0,0,0,0,0,1,0,0,0,1,0,0,"10,000+",0,0,1,0,1,0,0,0,0,0
130,WA,Missing,0,0,1,0,0,Manufacturing Data Scientist,80000-99999,data_scientist,"['AI', 'Data Mining', 'Machine Learning', 'Six Sigma', 'Lean', 'Microsoft Office']",6,Nippon Dynawave Packaging,4,6.0,Not Listed,0,1,0,0,0,0,0,0,0,0,0,0,missing,0,0,0,0,1,0,0,0,0,0
131,NY,Missing,1,0,1,1,0,Data Scientist,80000-99999,data_scientist,"['Machine Learning', 'R', 'Python']",3,Smith Hanley Associates,4,18.0,Consulting and Business Services,0,0,0,0,0,0,1,0,0,0,0,0,"Less than 10,000",0,0,0,0,0,0,1,0,0,0
132,MI,More than $10B (USD),1,0,1,1,0,Machine Learning and Artificial Intelligence Scientist,80000-99999,data_scientist,"['AI', 'Machine Learning', 'R', 'Python']",4,BASF,4,2078.0,Industrial Manufacturing,0,0,0,0,0,1,0,0,0,0,0,1,"10,000+",0,0,0,0,1,0,0,0,0,0
133,PA,More than $10B (USD),0,0,1,1,0,Data Scientist,80000-99999,data_scientist,"['Machine Learning', 'Data Management', 'MATLAB', 'R', 'SAS']",5,UPMC,4,2433.0,Health Care,0,0,0,0,0,1,0,0,0,1,0,0,"10,000+",0,1,0,0,1,0,0,0,0,0
134,FL,$1B to $5B (USD),1,1,0,1,0,Senior Data Scientist,80000-99999,data_scientist,"['Microsoft Powerpoint', 'Visual Basic', 'R', 'Python', 'SQL', 'Microsoft Office', 'Tableau']",7,ADT Security Services,3,3947.0,Not Listed,0,0,0,0,0,1,0,0,0,0,0,0,"10,000+",1,0,0,0,1,0,0,0,0,0
135,VA,Missing,1,1,0,1,0,Junior Data Scientist,80000-99999,data_scientist,"['Power BI', 'R', 'JSON', 'SQL', 'Tableau', 'Java', 'Natural Language Processing', 'MATLAB', 'OOP', 'Python']",10,Logistics Management Institute,4,44.0,Not Listed,0,0,0,0,0,0,0,0,0,0,0,0,missing,1,0,0,1,1,0,0,1,0,0
136,MD,Missing,1,0,1,1,0,Data Scientist,80000-99999,data_scientist,"['Data Mining', 'Machine Learning', 'R', 'Java', 'Natural Language Processing', 'Python']",6,Johns Hopkins,4,86.0,Not Listed,0,0,1,0,0,0,0,0,0,0,0,0,"Less than 10,000",0,0,0,1,1,0,0,0,0,0
137,PA,Missing,0,0,0,1,0,Data Scientist,80000-99999,data_scientist,"['Statistical Software', 'Data Analysis', 'R', 'SAS', 'Tableau']",5,Shippensburg University,4,62.0,Education and Schools,0,0,0,0,0,1,0,0,0,0,0,1,missing,1,1,0,0,1,0,0,0,0,0
138,OH,Missing,0,1,0,1,0,Sr Medical Economics Data Scientist,80000-99999,data_scientist,"['Microsoft Powerpoint', 'R', 'SAS', 'Microsoft Office', 'Excel', 'SQL', 'Managed Care']",7,CareSource,4,255.0,Not Listed,0,0,0,0,0,1,0,0,0,0,0,0,missing,0,1,0,0,1,0,0,0,0,0
139,TX,Missing,0,0,0,0,0,Data Scientist,80000-99999,data_scientist,['Microsoft Office'],1,Universal Consulting Services,4,23.0,Consulting and Business Services,0,0,0,0,0,0,1,0,0,0,0,0,"Less than 10,000",0,0,0,0,1,0,0,0,1,0
140,CO,More than $10B (USD),0,1,0,1,0,Digital Media Data Scientist,80000-99999,data_scientist,"['Microsoft SQL Server', 'Data Mining', 'R', 'Oracle', 'SAS', 'SQL', 'Teradata']",7,DISH,3,4479.0,"Media, News and Publishing",0,0,0,0,0,1,0,0,0,0,0,1,"10,000+",0,1,0,0,1,0,0,0,0,0
141,MO,Less than $1B (USD),0,1,0,0,0,Data Scientist II- Clayton (Full Time),80000-99999,data_scientist,"['Statistical Software', 'Business Intelligence', 'Data Mining', 'Analysis Skills', 'Data Analysis', 'SAS', 'Business Analysis', 'SQL']",8,Commerce Bank,4,360.0,Banks and Financial Services,0,0,0,0,0,1,0,0,1,0,0,0,"Less than 10,000",0,1,0,0,1,0,0,0,0,0
142,CA,Missing,1,0,0,0,0,Data Scientist - Generalist,80000-99999,data_scientist,"['Java', 'MATLAB', 'Data Science', 'Python']",4,Beyond Limits,4,6.0,Not Listed,0,0,0,0,0,0,0,0,0,0,0,0,missing,0,0,0,1,1,1,0,0,0,0
143,MN,Missing,1,1,0,1,0,Data Scientist,80000-99999,data_scientist,"['Statistical Software', 'R', 'SAS', 'SQL', 'SPSS', 'Python']",6,Prime Therapeutics,3,370.0,Not Listed,0,0,0,0,0,1,0,0,0,0,0,0,missing,0,1,0,0,1,0,0,0,0,0
144,MN,$1B to $5B (USD),0,0,1,0,0,Sr Data Scientist,80000-99999,data_scientist,['Machine Learning'],1,"NextEra Energy, Inc.",4,248.0,Energy and Utilities,0,0,0,0,0,1,0,0,0,0,0,1,"10,000+",0,0,0,0,0,0,0,0,0,0
145,TX,Missing,0,0,0,0,0,Data Scientist,80000-99999,data_scientist,['Microsoft Office'],1,UCS Consulting,0,0.0,Not Listed,0,0,0,0,0,0,0,0,0,0,0,0,missing,0,0,0,0,1,0,0,0,1,0
146,CO,Missing,1,0,0,1,0,Data Scientist I (664803),80000-99999,data_scientist,"['R', 'Statisical Analysis', 'SAS', 'Minitab', 'SPSS', 'Python']",6,Ball Corporation,4,110.0,Not Listed,0,0,0,0,0,1,0,0,0,0,0,0,missing,0,1,0,0,1,0,0,0,0,0
147,USA,More than $10B (USD),0,0,1,0,0,AI Principal Data Scientist - PS12776,80000-99999,data_scientist,"['AI', 'Data Mining', 'Machine Learning']",3,"Anthem, Inc.",4,3348.0,Health Care,0,0,0,0,0,1,0,0,0,1,0,0,"10,000+",0,0,0,0,1,0,0,0,0,0
148,FL,$1B to $5B (USD),0,1,1,1,0,Sr Data Scientist,80000-99999,data_scientist,"['Hive', 'Data Mining', 'Machine Learning', 'Scripting', 'R', 'SQL', 'HBase', 'MongoDB', 'NoSQL', 'MATLAB']",10,"NextEra Energy, Inc.",4,248.0,Energy and Utilities,0,0,0,0,0,1,0,0,0,0,0,1,"10,000+",0,0,0,0,1,0,0,0,0,0
149,TX,More than $10B (USD),0,0,1,0,0,Principal-Data Scientist,80000-99999,data_scientist,['Machine Learning'],1,AT&T,4,31970.0,Telecommunications,0,0,0,0,0,0,0,0,0,0,0,1,"10,000+",0,0,0,0,0,0,0,0,1,0
150,NE,$1B to $5B (USD),1,1,1,1,0,Data Scientist,80000-99999,data_scientist,"['Pig', 'Machine Learning', 'R', 'Perl', 'Sentiment Analytics', 'SQL', 'MySQL', 'SPSS', 'PostgreSQL', 'AI', 'Data Mining', 'Weka', 'Oracle', 'SAS', 'Minitab', 'Tableau', 'Spark', 'Python', 'Data Science']",19,West Corporation,3,3094.0,Telecommunications,0,0,0,0,0,1,0,0,0,0,0,1,"10,000+",1,1,1,0,1,0,0,0,0,0
151,TX,Missing,0,0,0,1,0,Enterprise Data Scientist,80000-99999,data_scientist,"['Statistical Software', 'Microsoft Powerpoint', 'R', 'SAS', 'STATA', 'Microsoft Word', 'SPSS']",7,Parkland Health & Hospital System,4,816.0,Health Care,0,0,0,0,0,0,0,0,0,1,0,0,missing,0,1,0,0,1,0,0,0,1,0
152,MN,Less than $1B (USD),0,0,0,0,0,Data Scientist,80000-99999,data_scientist,['AI'],1,Mayo Clinic,4,1568.0,Health Care,0,0,0,0,0,1,0,0,0,1,0,0,"10,000+",0,0,0,0,1,0,0,0,0,0
153,GA,$5B to $10B (USD),0,1,0,0,0,Consumer Banking Data Scientist,80000-99999,data_scientist,"['SAS', 'Excel', 'SQL', 'Microsoft Access']",4,SunTrust,4,3532.0,Banks and Financial Services,0,0,0,0,0,1,0,0,1,0,0,0,"10,000+",0,1,0,0,1,0,0,0,0,0
154,VA,Missing,1,1,0,1,0,Data Scientist,80000-99999,data_scientist,"['Quantitative Analysis', 'Visual Basic', 'R', 'Oracle', 'C/C++', 'Excel', 'SQL', 'Tableau', 'ArcGIS', 'Troubleshooting', 'QlikView', 'Python', 'GIS']",13,Deloitte,4,7197.0,Consulting and Business Services,0,0,0,0,0,0,1,0,0,0,0,0,"10,000+",1,0,0,0,1,0,0,1,0,0
155,CA,More than $10B (USD),1,1,1,1,0,Senior Associate Data Scientist,80000-99999,data_scientist,"['AI', 'Machine Learning', 'R', 'SQL', 'Data Analysis', 'Python']",6,Amgen,4,1086.0,Health Care,0,0,0,0,0,0,0,0,0,1,0,0,"10,000+",0,0,0,0,1,1,0,0,0,0
156,VA,Missing,1,0,1,1,1,Data Scientist,80000-99999,data_scientist,"['Hive', 'Data Mining', 'Ruby', 'Machine Learning', 'Hadoop', 'R', 'Statisical Analysis', 'C/C++', 'Java', 'Spark', 'MATLAB', 'Python', 'PHP']",13,K12,3,112.0,Not Listed,0,0,0,0,0,0,0,0,0,0,0,0,missing,0,0,1,1,1,0,0,1,0,0
157,MA,Missing,0,0,1,1,0,Data Scientist - Cancer Dependency Map,80000-99999,data_scientist,"['Machine Learning', 'R', 'MATLAB']",3,Broad Institute,4,36.0,Not Listed,0,0,0,0,0,0,0,0,0,0,0,0,missing,0,0,0,0,1,0,0,0,0,1
158,CA,More than $10B (USD),1,0,1,1,0,Data Scientist for Autonomous Systems,80000-99999,data_scientist,"['TensorFlow', 'Machine Learning', 'R', 'MATLAB', 'Data Science', 'Python', 'C/C++']",7,Intel,4,3826.0,Computers and Electronics,0,0,0,0,0,0,0,0,0,0,0,1,"10,000+",0,0,0,0,1,1,0,0,0,0
159,NC,Less than $1B (USD),1,1,1,1,0,New Account Fraud Data Scientist,80000-99999,data_scientist,"['Data Mining', 'Microsoft SQL Server', 'Machine Learning', 'R', 'SAS', 'SQL', 'Tableau', 'ACH', 'Six Sigma', 'Python', 'DB2']",11,BB&T,4,2153.0,Banks and Financial Services,0,0,0,0,1,0,0,0,1,0,0,0,"10,000+",1,1,0,0,1,0,0,0,0,0
160,CO,Missing,1,1,1,1,1,Analytics Data Scientist,80000-99999,data_scientist,"['TensorFlow', 'Hive', 'Machine Learning', 'R', 'Azure', 'Google Cloud Platform', 'Statisical Analysis', 'C/C++', 'SQL', 'MySQL', 'S3', 'JavaScript', 'Data Mining', 'Hadoop', 'Scripting', 'Java', 'Spark', 'Python', 'Data Science']",19,UCHealth,4,573.0,Health Care,0,0,0,0,0,1,0,0,0,1,0,0,missing,0,0,1,1,1,0,0,0,0,0
161,WI,Missing,1,1,1,0,0,Data Scientist,80000-99999,data_scientist,"['Machine Learning', 'C/C++', 'SQL', 'Troubleshooting', 'NoSQL', 'Python']",6,Foxconn,4,1652.0,Industrial Manufacturing,0,0,0,0,0,1,0,0,0,0,0,1,missing,0,0,0,0,1,0,0,0,0,0
162,USA,Missing,1,1,1,1,0,Quantitative Research Scientist / Data Scientist,80000-99999,data_scientist,"['Machine Learning', 'Data Management', 'Network', 'R', 'C/C++', 'JSON', 'SQL', 'Haskell', 'Java', 'CI', 'Unit Testing', 'NoSQL', 'MATLAB', 'Python', 'OOP']",15,Octic Capital,0,0.0,Not Listed,0,0,0,0,0,1,0,0,0,0,0,0,missing,0,0,0,1,1,0,0,0,0,0
163,MD,Missing,1,0,1,1,0,Data Scientist,80000-99999,data_scientist,"['Data Mining', 'Machine Learning', 'R', 'Statisical Analysis', 'Java', 'Natural Language Processing', 'MATLAB', 'Python']",8,Johns Hopkins,4,86.0,Not Listed,0,0,1,0,0,0,0,0,0,0,0,0,"Less than 10,000",0,0,0,1,1,0,0,0,0,0
164,CA,Missing,1,1,1,1,0,Statistician (Data Scientist),80000-99999,data_scientist,"['Linux', 'System Design', 'Survival Analysis', 'Machine Learning', 'R', 'SQL', 'Java', 'MATLAB', 'Python']",9,Department of Veterans Affairs,4,4615.0,Health Care,0,0,0,0,0,0,0,0,0,1,0,0,"10,000+",0,0,0,1,1,1,0,0,0,0
165,NM,Missing,0,0,0,1,0,Data Scientist Information Manager,80000-99999,data_scientist,"['Database Administration', 'Microsoft SQL Server', 'R', 'PostgreSQL', 'MATLAB', 'OOP', 'PHP', 'Drupal', 'Software Testing', 'SAS', 'Microsoft Office', 'Content Management Systems', 'ArcGIS', 'Troubleshooting', 'WordPress']",15,New Mexico State University,4,428.0,Education and Schools,0,0,0,0,0,1,0,0,0,0,0,1,missing,0,1,0,0,1,0,0,0,0,0
166,GA,Less than $1B (USD),1,0,1,0,0,Senior Data Scientist,80000-99999,data_scientist,"['TensorFlow', 'Linux', 'Machine Learning', 'C/C++', 'Python', 'Jira']",6,Catalina Marketing,3,81.0,Consulting and Business Services,0,0,0,0,0,1,1,0,0,0,0,0,"Less than 10,000",0,0,0,0,1,0,0,0,0,0
167,GA,$5B to $10B (USD),0,1,0,0,0,Consumer Banking Data Scientist,80000-99999,data_scientist,"['Data Mining', 'SAS', 'Excel', 'SQL', 'Microsoft Access']",5,SunTrust,4,3532.0,Banks and Financial Services,0,0,0,0,0,1,0,0,1,0,0,0,"10,000+",0,1,0,0,1,0,0,0,0,0
168,TX,More than $10B (USD),1,0,1,0,0,Data Scientist I - Agent Based Modeler (Java/Python),80000-99999,data_scientist,"['Java', 'Machine Learning', 'Python']",3,USAA,4,2174.0,Insurance,0,0,0,0,0,0,0,0,0,0,1,0,"10,000+",0,0,0,1,0,0,0,0,1,0
169,TX,More than $10B (USD),0,0,0,0,0,Federal - Data Scientist,80000-99999,data_scientist,"['Big Data', 'SAS']",2,Accenture,4,14987.0,Consulting and Business Services,0,0,0,0,0,0,1,0,0,0,0,0,"10,000+",0,1,0,0,1,0,0,0,1,0
